total_doc_num=2265 doc_type=2 qry_type=2 
VOM19981211.0900.0198 0.000e-000 VOM19981211.0900.0198
VOM19981211.0900.1948 0.000e-000 VOM19981211.0900.1948
VOM19981212.0900.1490 0.000e-000 VOM19981212.0900.1490
VOM19981220.0700.1865 0.000e-000 VOM19981220.0700.1865

Query  39 30050.query  37
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981031.0700.0927 0.000e-000 VOM19981031.0700.0927
VOM19981031.0700.1200 0.000e-000 VOM19981031.0700.1200
VOM19981031.0700.1470 0.000e-000 VOM19981031.0700.1470
VOM19981031.0900.1169 0.000e-000 VOM19981031.0900.1169
VOM19981031.0900.1444 0.000e-000 VOM19981031.0900.1444
VOM19981101.0700.0281 0.000e-000 VOM19981101.0700.0281
VOM19981101.0900.0311 0.000e-000 VOM19981101.0900.0311
VOM19981102.0700.0445 0.000e-000 VOM19981102.0700.0445
VOM19981102.0700.0484 0.000e-000 VOM19981102.0700.0484
VOM19981102.0700.1684 0.000e-000 VOM19981102.0700.1684
VOM19981102.0700.1902 0.000e-000 VOM19981102.0700.1902
VOM19981103.0700.0249 0.000e-000 VOM19981103.0700.0249
VOM19981103.0700.0660 0.000e-000 VOM19981103.0700.0660
VOM19981103.0700.0768 0.000e-000 VOM19981103.0700.0768
VOM19981103.0700.2785 0.000e-000 VOM19981103.0700.2785
VOM19981103.0900.1737 0.000e-000 VOM19981103.0900.1737
VOM19981104.0700.0112 0.000e-000 VOM19981104.0700.0112
VOM19981104.0700.0149 0.000e-000 VOM19981104.0700.0149
VOM19981104.0700.0706 0.000e-000 VOM19981104.0700.0706
VOM19981104.0700.1180 0.000e-000 VOM19981104.0700.1180
VOM19981104.0700.1441 0.000e-000 VOM19981104.0700.1441
VOM19981104.0700.3603 0.000e-000 VOM19981104.0700.3603
VOM19981104.0900.0116 0.000e-000 VOM19981104.0900.0116
VOM19981104.0900.1894 0.000e-000 VOM19981104.0900.1894
VOM19981104.0900.3298 0.000e-000 VOM19981104.0900.3298
VOM19981105.0700.0302 0.000e-000 VOM19981105.0700.0302
VOM19981105.0700.0710 0.000e-000 VOM19981105.0700.0710
VOM19981105.0700.0996 0.000e-000 VOM19981105.0700.0996
VOM19981105.0700.1221 0.000e-000 VOM19981105.0700.1221
VOM19981107.0900.1072 0.000e-000 VOM19981107.0900.1072
VOM19981107.0900.2838 0.000e-000 VOM19981107.0900.2838
VOM19981108.0700.2866 0.000e-000 VOM19981108.0700.2866
VOM19981108.0900.0453 0.000e-000 VOM19981108.0900.0453
VOM19981108.0900.2082 0.000e-000 VOM19981108.0900.2082
VOM19981109.0900.0257 0.000e-000 VOM19981109.0900.0257
VOM19981109.0900.0300 0.000e-000 VOM19981109.0900.0300
VOM19981119.0700.2819 0.000e-000 VOM19981119.0700.2819

Query  40 30051.query   8
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981116.0900.0265 0.000e-000 VOM19981116.0900.0265
VOM19981116.0900.1836 0.000e-000 VOM19981116.0900.1836
VOM19981116.0900.3477 0.000e-000 VOM19981116.0900.3477
VOM19981121.0900.1666 0.000e-000 VOM19981121.0900.1666
VOM19981130.0900.0184 0.000e-000 VOM19981130.0900.0184
VOM19981130.0900.1902 0.000e-000 VOM19981130.0900.1902
VOM19981203.0700.0384 0.000e-000 VOM19981203.0700.0384
VOM19981204.0700.0255 0.000e-000 VOM19981204.0700.0255

Query  41 30053.query  36
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981107.0900.3037 0.000e-000 VOM19981107.0900.3037
VOM19981208.0900.0127 0.000e-000 VOM19981208.0900.0127
VOM19981208.0900.1928 0.000e-000 VOM19981208.0900.1928
VOM19981208.0900.3293 0.000e-000 VOM19981208.0900.3293
VOM19981208.0900.3506 0.000e-000 VOM19981208.0900.3506
VOM19981212.0700.0099 0.000e-000 VOM19981212.0700.0099
VOM19981212.0700.0374 0.000e-000 VOM19981212.0700.0374
VOM19981212.0900.0094 0.000e-000 VOM19981212.0900.0094
VOM19981212.0900.1403 0.000e-000 VOM19981212.0900.1403
VOM19981212.0900.1799 0.000e-000 VOM19981212.0900.1799
VOM19981212.0900.3335 0.000e-000 VOM19981212.0900.3335
VOM19981213.0700.0128 0.000e-000 VOM19981213.0700.0128
VOM19981213.0700.0424 0.000e-000 VOM19981213.0700.0424
VOM19981213.0900.0092 0.000e-000 VOM19981213.0900.0092
VOM19981213.0900.0123 0.000e-000 VOM19981213.0900.0123
VOM19981213.0900.0399 0.000e-000 VOM19981213.0900.0399
VOM19981213.0900.1588 0.000e-000 VOM19981213.0900.1588
VOM19981213.0900.1620 0.000e-000 VOM19981213.0900.1620
VOM19981213.0900.3294 0.000e-000 VOM19981213.0900.3294
VOM19981213.0900.3321 0.000e-000 VOM19981213.0900.3321
VOM19981214.0700.0112 0.000e-000 VOM19981214.0700.0112
VOM19981214.0700.0720 0.000e-000 VOM19981214.0700.0720
VOM19981214.0700.0806 0.000e-000 VOM19981214.0700.0806
VOM19981214.0900.0131 0.000e-000 VOM19981214.0900.0131
VOM19981214.0900.0165 0.000e-000 VOM19981214.0900.0165
VOM19981214.0900.1718 0.000e-000 VOM19981214.0900.1718
VOM19981214.0900.1754 0.000e-000 VOM19981214.0900.1754
VOM19981214.0900.3293 0.000e-000 VOM19981214.0900.3293
VOM19981214.0900.3328 0.000e-000 VOM19981214.0900.3328
VOM19981215.0700.0125 0.000e-000 VOM19981215.0700.0125
VOM19981215.0700.0161 0.000e-000 VOM19981215.0700.0161
VOM19981215.0900.0126 0.000e-000 VOM19981215.0900.0126
VOM19981215.0900.1611 0.000e-000 VOM19981215.0900.1611
VOM19981215.0900.3347 0.000e-000 VOM19981215.0900.3347
VOM19981216.0700.0231 0.000e-000 VOM19981216.0700.0231
VOM19981219.0700.2729 0.000e-000 VOM19981219.0700.2729

Query  42 30054.query  27
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981001.0800.0719 0.000e-000 VOM19981001.0800.0719
VOM19981001.0800.0970 0.000e-000 VOM19981001.0800.0970
VOM19981002.0800.1038 0.000e-000 VOM19981002.0800.1038
VOM19981002.1000.0792 0.000e-000 VOM19981002.1000.0792
VOM19981002.1000.3186 0.000e-000 VOM19981002.1000.3186
VOM19981003.0800.2179 0.000e-000 VOM19981003.0800.2179
VOM19981004.0800.1105 0.000e-000 VOM19981004.0800.1105
VOM19981005.1000.0417 0.000e-000 VOM19981005.1000.0417
VOM19981005.1000.0604 0.000e-000 VOM19981005.1000.0604
VOM19981005.1000.3386 0.000e-000 VOM19981005.1000.3386
VOM19981006.0800.0303 0.000e-000 VOM19981006.0800.0303
VOM19981006.0800.1617 0.000e-000 VOM19981006.0800.1617
VOM19981006.1000.0514 0.000e-000 VOM19981006.1000.0514
VOM19981006.1000.0799 0.000e-000 VOM19981006.1000.0799
VOM19981006.1000.1901 0.000e-000 VOM19981006.1000.1901
VOM19981007.0800.2285 0.000e-000 VOM19981007.0800.2285
VOM19981007.1000.2621 0.000e-000 VOM19981007.1000.2621
VOM19981010.0800.1951 0.000e-000 VOM19981010.0800.1951
VOM19981101.0700.0604 0.000e-000 VOM19981101.0700.0604
VOM19981101.0700.1231 0.000e-000 VOM19981101.0700.1231
VOM19981101.0900.0587 0.000e-000 VOM19981101.0900.0587
VOM19981101.0900.1214 0.000e-000 VOM19981101.0900.1214
VOM19981102.0900.0653 0.000e-000 VOM19981102.0900.0653
VOM19981106.0900.2015 0.000e-000 VOM19981106.0900.2015
VOM19981116.0900.2794 0.000e-000 VOM19981116.0900.2794
VOM19981211.0700.2396 0.000e-000 VOM19981211.0700.2396
VOM19981231.0900.0817 0.000e-000 VOM19981231.0900.0817

Query  43 30055.query   4
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981005.0800.0212 0.000e-000 VOM19981005.0800.0212
VOM19981006.1000.3496 0.000e-000 VOM19981006.1000.3496
VOM19981009.1000.0181 0.000e-000 VOM19981009.1000.0181
VOM19981009.1000.1800 0.000e-000 VOM19981009.1000.1800

Query  44 30056.query   7
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981004.0800.0350 0.000e-000 VOM19981004.0800.0350
VOM19981005.1000.3425 0.000e-000 VOM19981005.1000.3425
VOM19981208.0900.0405 0.000e-000 VOM19981208.0900.0405
VOM19981208.0900.3326 0.000e-000 VOM19981208.0900.3326
VOM19981211.0700.0308 0.000e-000 VOM19981211.0700.0308
VOM19981211.0900.0314 0.000e-000 VOM19981211.0900.0314
VOM19981213.0900.3427 0.000e-000 VOM19981213.0900.3427

Query  45 30057.query   5
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981126.0700.0237 0.000e-000 VOM19981126.0700.0237
VOM19981126.0700.1060 0.000e-000 VOM19981126.0700.1060
VOM19981126.0900.2089 0.000e-000 VOM19981126.0900.2089
VOM19981126.0900.3408 0.000e-000 VOM19981126.0900.3408
VOM19981127.0700.0517 0.000e-000 VOM19981127.0700.0517

Query  46 30059.query  12
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981121.0700.0153 0.000e-000 VOM19981121.0700.0153
VOM19981121.0900.0155 0.000e-000 VOM19981121.0900.0155
VOM19981121.0900.1882 0.000e-000 VOM19981121.0900.1882
VOM19981121.0900.3326 0.000e-000 VOM19981121.0900.3326
VOM19981122.0700.0329 0.000e-000 VOM19981122.0700.0329
VOM19981122.0700.2652 0.000e-000 VOM19981122.0700.2652
VOM19981123.0700.0407 0.000e-000 VOM19981123.0700.0407
VOM19981124.0700.0307 0.000e-000 VOM19981124.0700.0307
VOM19981124.0700.1045 0.000e-000 VOM19981124.0700.1045
VOM19981124.0700.1140 0.000e-000 VOM19981124.0700.1140
VOM19981124.0900.0257 0.000e-000 VOM19981124.0900.0257
VOM19981220.0700.0352 0.000e-000 VOM19981220.0700.0352

Query  47 30060.query   7
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981102.0700.0263 0.000e-000 VOM19981102.0700.0263
VOM19981102.0700.1016 0.000e-000 VOM19981102.0700.1016
VOM19981102.0900.1807 0.000e-000 VOM19981102.0900.1807
VOM19981107.0700.2378 0.000e-000 VOM19981107.0700.2378
VOM19981118.0700.0429 0.000e-000 VOM19981118.0700.0429
VOM19981118.0900.3069 0.000e-000 VOM19981118.0900.3069
VOM19981119.0700.0471 0.000e-000 VOM19981119.0700.0471

